tweet_id,text,airline_sentiment
569211529880576001,@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),neutral
570192886689628160,@AmericanAir thanks! Flight 2160 today. Great crew!,positive
569576395778748416,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService,negative
570301929580048385,@AmericanAir I did,neutral
569551994949648385,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,negative
567848084572532736,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",negative
570285012882472961,@SouthwestAir have u seen any of the messages the past hour ?,negative
570099562548834304,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)",positive
569564666013163520,@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,negative
568058146729668608,@SouthwestAir Thank you for your time!,positive
570282555057909760,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",negative
568111588546375680,@SouthwestAir can I please go see @Imaginedragons on friday? I promise I'll only fly Southwest when going back home to NH #MHTforlife,neutral
567774038680801281,@JetBlue remember - I'm very doubtful and not very hopeful :(,negative
569721972600528897,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2,negative
569989340052344832,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",negative
568187959276646401,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,negative
569551863260913664,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,negative
568213658117005314,@JetBlue thanks. I appreciate your prompt response.,positive
568194770524221440,@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,negative
569546412121202689,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",negative
568834890046832640,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,neutral
569873050117808128,@united has the best customer experience via twitter - huge fan!!!,positive
567873229055991808,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy,negative
569744378354401280,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted,negative
569357127040540673,@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.,negative
569697267856187392,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative
567781582791278592,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight",negative
569685606202093570,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,negative
568778893085290496,@SouthwestAir sure did. Also read on there that Southwest doesn't believe it is liable for the incident. How is it my fault that SW lost it?,negative
569621714046455808,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor,neutral
569701210120450049,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.,negative
570298036938772483,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.,negative
569671290111393792,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,negative
568128236649095168,"@SouthwestAir how do i know that my information is not found on other people's account?  I can see someone else's reservation, rr # and trip",negative
568898792247992320,@JetBlue Please come to Indianapolis!,positive
570267592478191617,@americanair I sure do. I'm running version 3.10.0,neutral
569143443512897536,@USAirways can you please post wait time-have been on hold for two hours,negative
567767251383808000,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats,negative
568081678272307201,@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.,negative
569107706302357504,"@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right, now.",negative
568579388704292864,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,negative
569952605721337856,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,neutral
569891350302367745,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??",negative
569666866932813824,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o,neutral
569649508113625089,"@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing.",negative
567920067364540416,@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,negative
570265689589592064,@americanair Can someone contact me about my awful experience with american airlines this weekend,negative
569683780593545218,@SouthwestAir why does the customer service have rather inconsistent information,negative
570212047692161025,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,neutral
568834902365503488,@USAirways i got through and am able to switch my flight with no charge. Thank you,positive
569838466697175040,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines,negative
570241221303468032,@AmericanAir my boss is :),positive
568597062104813568,@united ORD Gate C25 and Flt 619-  remember when customers were valuable? Is it so hard to be nice to someone lugging a guitar &amp; carryons ?,negative
570047059878936576,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO,neutral
569954556001566721,@JetBlue lord...,neutral
567872361304821760,@JetBlue right now completely pissed off,negative
569644249337110528,@USAirways really? 8 hr delay in Virgin Island and not even a food voucher.,negative
570015527961272321,"@AmericanAir trying to change flight via DFW tomorrow, can't get thru on phone, long wait then cut off x2, can you help please?",negative
568574762433138690,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??,neutral
569876427270701056,"@JetBlue I tried! Had me running from curb-side to self-check &amp; wasting even more time. Ended up Flight Booking Problems United for $$$, am so upset",negative
568795018816675841,@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.,negative
569829233423360000,"@AmericanAir , CHECK DM PLEASE!",neutral
568815689684815873,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,positive
568360704652279809,@united aisle please,neutral
569874553175810050,@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.,negative
569928552621182976,@united we've been here since 3am and you've Cancelled Flightled our flight twice,negative
569945910546989057,@americanair thanks to your airline I now have a ruined bag and you refuse to do anything about it.,negative
568607013212590080,"@united I was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport.  How will you make this right?",negative
567786652991770629,@united thanks finally made it.. Missed meetings but what can I do now?,negative
567758007912906752,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat,positive
569527440499978240,@USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through,negative
569222694778105857,@JetBlue thank you! I'm excited to fly with you for the first time.,positive
568215213620637696,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,positive
569720452987252736,@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol,neutral
569335998083174400,@USAirways worst trip ever!  Wish pilot would've let me off plane at 12pm during 1st delay.  Now 1030pm and still sitting on runway.,negative
570270818539839488,@SouthwestAir done,neutral
568093988516802560,“@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LD” WARM THANKS!,positive
569588816438169600,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",negative
569365709500710912,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,negative
567939242854215680,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing",negative
568258545772335104,@united that's of course in lax,neutral
569620512139145216,@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help,negative
569516370506993664,"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",negative
570038564110467074,@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,negative
567814633047728128,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",negative
568862839340961792,@USAirways will shall see in the next couple of minutes.,neutral
569987325347954688,@JetBlue lmfao.,neutral
569839118093398016,@AmericanAir .. UMM hello?,neutral
568217301243133952,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,neutral
567963422903705601,@united The link in the message I was replying to. #3thparty #ITproblems,neutral
569135148660342784,@USAirways I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.,negative
570051381534396416,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,positive
570265563035004928,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,negative
570291157340704769,@AmericanAir thanks so much!,positive
569891568074797056,@AmericanAir Please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand.  #allrepresentativesbusy #nooption,negative
569959876706885632,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!",negative
569674205920411648,@AmericanAir My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?,negative
570212491134930945,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,negative
568424704597467137,@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock,positive
569921913667104768,@JetBlue what else on this plane is duct-taped?? #ohboy #shouldigetoutandpush #airplane #flying… http://t.co/R9ZsVzuRLw,negative
570101777934086146,"@AmericanAir I love the Admiral Clubs! Thanks, hey can you follow me?",positive
568883826333777920,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,negative
569675144353828864,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,positive
570262528539779073,@AmericanAir hook me up with a free trip to Barbados and I will tell you the secret beaches to see,neutral
569846678351540224,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.,negative
568797966489690112,@united no because you will charge me or delay me further. United 1612 still waiting.,negative
568826365878730753,@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice,negative
570275726483542016,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",neutral
568873612524032000,@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?,negative
568258075431477248,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail,negative
569922730008518656,@SouthwestAir Awesome. Thanks! You guys rock!,positive
569350730034728960,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,negative
569770867841839104,"@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...",negative
570015279654293505,@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,negative
568146952635854848,@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A,neutral
569564824939556864,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp; expect the unexpected,negative
570275010759102466,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,negative
570013289188630529,@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error,negative
569849765711769600,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages.""",negative
569185594095509504,.@united too much info to share via tweet. Please send me your name and contact info. Happy to supply you with images and CS rep names.,negative
568881442438176769,@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab,negative
567893704058474496,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.,neutral
569579153604743171,@JetBlue no baggage crew update!  Your staff is incompetent with no answers after 2 hours....,negative
569567252363812864,@USAirways your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj,negative
569497632361594880,@USAirways so upset with customer service. I have a simple question and the phone system has disconnected me all day today and yesterday.,negative
567953560362733568,@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!,negative
567840815331991552,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,negative
569980365386809344,"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",negative
568847199460835328,@united actually we aren't. Still parked here.,negative
570222481618948096,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,negative
569300435091251200,@USAirways So you Cancelled Flightled my flight AGAIN? are you paying for my hotel?!,negative
568560130117251072,@USAirways we got our bags today. Thanks!,neutral
569235954789015552,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,negative
569892361691463682,@AmericanAir thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket,negative
568531043805999104,@SouthwestAir @livvyports16 and I became best friends Bcuz of @Imaginedragons is there any other way?,neutral
569985288992264192,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously,negative
568630308284850176,"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.",neutral
568940264020004864,@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg,negative
569699455919726593,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,negative
568582794340896768,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,positive
570204088908034049,@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong,negative
569659367001186304,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,neutral
568603081274986496,@united thanks KP.  What's going on w/4840 tonight.  Bad update online and phone. Can't u give customers good info. Not waste their time?!,negative
569927299908444160,.@JetBlue this is enough for me to stop flying JetBlue.,negative
569837685428359168,@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.,negative
569696666611261440,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,negative
569749507623120897,@AmericanAir we will not be flying with you or US air again. The changes and Cancelled Flightations leading up to today's big finale is unacceptable.,negative
568945958970531840,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative
568064339544051712,@SouthwestAir why do your MDW gates have so many fewer seats than your planes?,negative
569905567960952832,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.,negative
568105481018822656,@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb,neutral
569723119415513088,@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,neutral
568611024837849088,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail,negative
569507649940799489,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,negative
568806985505726464,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),neutral
568526521910079488,@JetBlue I can probably find some of them. Are the ticket #s on there?,negative
570051731033235456,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV,neutral
569949297220980737,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”,negative
569539746348675073,"@JetBlue there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures",negative
569385087424458752,@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers,neutral
569957053432639488,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,neutral
570184343857045504,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,negative
570217760430493698,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",negative
570060873328414721,@USAirways ... I f@$%ing hate you.,negative
569644716343455744,@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography,negative
570057784114302977,"@AmericanAir If it's in my backpack, why do I need to see agent?",negative
568894224738856961,@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,neutral
568454694756069376,@united @perfectomobile Definately not an award for employer of the year #united13,neutral
568487688510287873,"@JetBlue I called jet blue to get an explanation, and make sure it would not happen in the future. I was told to write the fraud dept.",negative
569517360828145664,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,negative
569835766416867328,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help",negative
568494962880475137,@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better.,neutral
569252732940320768,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,negative
569895817403768833,"@AmericanAir @united wrote back saying 'it's been a challenging week...that's for sure"" - no shit.",negative
567722844319404033,@SouthwestAir trying to get through to cust relations. Is there another # to use?,neutral
569136050951622656,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,positive
567766130907832322,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well,negative
569602817633222656,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.,negative
569328931905642496,@USAirways you can send my luggage to my house👋,negative
569894295953645568,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,negative
567754367860633600,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,neutral
568057232392380416,@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,negative
568593538520231936,"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE.",negative
569103591966793728,"@USAirways u would think if u were going to Cancelled Flight my flight, you'd rebook our seats to something other than the last row. #usairwaysfail",negative
568805605432958976,"@USAirways get ur act together, start treating ur passengers w/ kinder, have more sanitized planes. Take a page from @Delta perhaps.",negative
570297479029252097,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",negative
569316508352045056,@united more and more delays! No CS help at all! No notifications!,negative
568611276026351618,"@SouthwestAir I have never been mor e disappointed in a company, charging $8 to use your wifi which only works for about 8 apps parhetic",negative
568249132323770368,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,negative
569604453462110208,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",negative
569920090440916994,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,positive
568854763057475584,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),positive
570195799256072193,@AmericanAir I fly weekly with you and haven't seen one,negative
568631249989988354,"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.",negative
569242798953594880,@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me,negative
568673332184240129,@united has happened on other airlines and they've given out flight vouchers and been more transparent about the problems.,negative
568800184345468929,@SouthwestAir FJBFSC  all I need is receipt showing the 776.20 charge I have on my Amex not the 656.xx that I keep getting sent,negative
569864610016321536,@AmericanAir Filed a PIR with an agent at Indianapolis airport. Unable to pull up information online on your site. Have DMed details.,negative
570033429816999936,@AmericanAir @USAirways - I'm pregnant with twins and you're going to abandon me overnight in an airport? No hotel? When it's your fault?,negative
568084167390564353,@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,negative
568399913358221312,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH,negative
568078967602860032,@united You please do not burn my dreams !!!  #burningman tickets sales today.,neutral
568440682584477696,@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.,negative
569492269000204288,@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,negative
568431125502144512,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,negative
569668448718073856,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere,neutral
569255280275369984,@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?,negative
569608141689753600,@USAirways the ads on your phone systems when waiting for a rep is the most annoying thing ever especially when waiting for over 10 mins...,negative
567727499367682048,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,neutral
567856400522563584,"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",negative
569941647884029952,@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,positive
567892874756501504,@SouthwestAir has the best customer service!,positive
568210310663835648,@JetBlue To DC this summer and help local youth get ready to return to school with math refresher courses. #FlyItForward,neutral
570238126347714560,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,negative
569723864252424193,@AmericanAir Toby hates you lol,negative
569971216934526976,@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.,negative
568928251554299906,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,negative
570213783085432832,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,negative
568961016782036992,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,negative
568797729876344833,@SouthwestAir have been doing that for hours already,negative
570178443167571968,Lol great answer.. “@AmericanAir: @JayFranceschi Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,neutral
567898269961101313,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,positive
568632724078125056,@JetBlue service for baggage at JFK is incomprehensible. No employee knows where our luggage is frM flight 424 LAX to NYC ITS AN HR WAIT NOW,negative
569316673942990848,@united nope I gave up - maybe they'll deliver it,negative
569204474155282433,@SouthwestAir My husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago.,negative
568086156899966976,@JetBlue you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional,positive
568024504057913344,@SouthwestAir any delays today @CAKairport to Orlando?,neutral
569769525744250880,@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!,negative
569977521690669056,@AmericanAir most disgusting chicken entree I've ever seen.  Your standards have seriously nosedived. #NewAmerican http://t.co/56eSsfOOwt,negative
569995730951147523,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,negative
568540063216197632,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,positive
568872120471687168,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,positive
568815514702770176,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,neutral
569989007532142592,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,positive
567860313883693056,"@USAirways when I told csr I would close acct, he couldn't care less",negative
569696864091697152,@AmericanAir I've been tryin to use my voucher to book a flight the last 2days. Lines are busy. Plse help me?The flight may go up.,negative
570263008762601475,@AmericanAir yes they do http://t.co/wCSAZZQPae,neutral
569876171875328000,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...",negative
569998668775862272,"@AmericanAir I had it until last night, but because ""severe weather"" I could make the needed changes and now fair goes up 150 each.",negative
569542114234671104,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!",positive
568049316582932480,@SouthwestAir I just sent a screen shot of the incident report.,negative
567822117237170178,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",negative
569228870177591298,"@SouthwestAir Sure was,  with @Delta  looks like I'll make my birthday celebration after all.",negative
569618659917893632,"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted",negative
569699616750489600,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed,negative
569666838340210689,"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.",negative
568430867447549952,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?,neutral
569268155383717889,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels,negative
569846619996360704,"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",neutral
569664878434254848,@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.,negative
567730390291714048,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,negative
569367755670966272,@united Pick,neutral
569273297491378176,@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
570268420140244992,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,negative
570208909522182146,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...",negative
568755032138469376,@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!,negative
570184073139912704,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,negative
569307607007150080,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,negative
568715107892641792,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU,positive
568777504368005120,@USAirways I appreciate your prompt response.,positive
567819711950635009,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,negative
568087614303166464,@SouthwestAir is offering #CompanionPasses to Atlanta residing frequent fliers! http://t.co/mdN5ED58ze,neutral
570032010145607680,@AmericanAir @jokerunning this happened to me too!!!,neutral
567733946717196288,@JetBlue should i continue?,negative
569528083755237376,@JetBlue get flight 16 into the air,negative
570295290063925249,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany",neutral
568510632930050048,@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,positive
569385898573299712,"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",negative
568574188086296576,"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM",negative
569689983969202180,@AmericanAir and let FLT 2350 know I'm coming / gate crew have yet to arrive to let us off FLT 5350 #DFW,negative
567853668608925696,@united you already have vomit so you are halfway there,negative
569234806543929344,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l,negative
